OID_,Join_Count,TARGET_FID,Degree,gridcode,ORIG_FID,ORIG_SEQ,Shape_Length,LENGTH
728,48,364,261.360000000001776,1682,364,2,0.015776206266314,1.164981271456891
730,45,365,262.080000000001803,1662,365,2,0.015488830387179,1.142907493414691
732,47,366,262.800000000001774,1662,366,2,0.015481474421228,1.141672521350642
734,47,367,263.520000000001801,1655,367,2,0.015475835554367,1.140724894917925
736,47,368,264.240000000001771,1659,368,2,0.015471906867867,1.140063854030376
738,47,369,264.960000000001855,1659,369,2,0.015469682565059,1.139688705254835
740,47,370,265.680000000001826,1656,370,2,0.015469157923734,1.139598814430199
742,47,371,266.400000000001853,1656,371,2,0.015470329298170,1.139793607695039
744,46,372,267.120000000001824,1634,372,2,0.015195344045468,1.119796917072197
746,47,373,267.840000000001851,1634,373,2,0.014921886027105,1.100056531177768
748,48,374,268.560000000001878,1621,374,2,0.015205954749770,1.121573144710804
750,47,375,269.280000000001905,1621,375,2,0.015022517622984,1.108763960761029
752,48,376,270.000000000001876,1600,376,2,0.014666491540059,1.083339203012628
754,46,377,270.720000000001903,1590,377,2,0.014398646919820,1.064536470330820
756,47,378,271.440000000001930,1582,378,2,0.014410740775571,1.066556670473700
758,49,379,272.160000000001901,1583,379,2,0.014703479542302,1.089516877176718
760,49,380,272.880000000001928,1583,380,2,0.014719038615610,1.092110134192918
762,48,381,273.600000000001955,1567,381,2,0.014736222551448,1.094970415864174
764,48,382,274.320000000001983,1567,382,2,0.014474997803035,1.077257019845037
766,48,383,275.040000000001953,1559,383,2,0.014775496484427,1.101492608180294
768,50,384,275.760000000001980,1559,384,2,0.014797604538387,1.105154933007938
770,49,385,276.480000000002008,1543,385,2,0.014258773407156,1.066986580747453
772,49,386,277.200000000001978,1543,386,2,0.014565033050396,1.092154763905484
774,51,387,277.920000000002005,1534,387,2,0.014591646388086,1.096537376843097
776,52,388,278.640000000002033,1534,388,2,0.014619927095281,1.101184260460555
778,53,389,279.360000000002003,1532,389,2,0.014649890107377,1.106096111414537
780,53,390,280.080000000002030,1524,390,2,0.014547352812183,1.101116221824964
782,53,391,280.800000000002058,1515,391,2,0.014714927164680,1.116717780093679
784,57,392,281.520000000002028,1515,392,2,0.014750036441205,1.122429433333408
786,62,393,282.240000000002055,1516,393,2,0.015072974053093,1.150239900624882
788,64,394,282.960000000002083,1516,394,2,0.015112356701312,1.156610881075346
790,66,395,283.680000000002110,1515,395,2,0.015441174353811,1.185335402653341
792,65,396,284.400000000002080,1513,396,2,0.015773480140031,1.214600553598413
794,65,397,285.120000000002108,1513,397,2,0.015856799124977,1.224911136642455
796,65,398,285.840000000002135,1494,398,2,0.015288428951456,1.184874010646876
798,66,399,286.560000000002105,1492,399,2,0.015628301325108,1.215277764000154
800,66,400,287.280000000002133,1488,400,2,0.015972061544851,1.246272296790047
802,59,401,288.000000000002160,1474,401,2,0.016319852715919,1.277876092144150
804,56,402,288.720000000002187,1464,402,2,0.016012819242832,1.258324262980244
806,55,403,289.440000000002158,1426,403,2,0.013781240130651,1.086918859321753
808,54,404,290.160000000002185,1425,404,2,0.014317738982551,1.133424244075991
810,55,405,290.880000000002156,1424,405,2,0.014482439330047,1.150790578380747
812,62,406,291.600000000002240,2459,406,2,0.082390866154164,6.570782132315176
814,68,407,292.320000000002210,2524,407,2,0.081176995509723,6.499172276215194
816,61,408,293.040000000002237,2568,408,2,0.080320034933581,6.455926219788451
818,51,409,293.760000000002208,2482,409,2,0.079766772889477,6.437059524450579
820,46,410,294.480000000002235,2454,410,2,0.079824911501088,6.467766499028174
822,55,411,295.200000000002262,2408,411,2,0.078957616655559,6.423628004492906
824,63,412,295.920000000002233,2359,412,2,0.078517878175924,6.414200834677330
826,60,413,296.640000000002260,2371,413,2,0.077896884544680,6.389963477728024
828,50,414,297.360000000002287,2365,414,2,0.077051996138268,6.347196182111698
830,52,415,298.080000000002315,2307,415,2,0.064455235765804,5.332173109964728
832,60,416,298.800000000002285,2367,416,2,0.065028468469387,5.402493707241585
834,63,417,299.520000000002312,2420,417,2,0.065478715725839,5.463202343196427
836,66,418,300.240000000002283,2435,418,2,0.066384578544106,5.562634737645520
838,64,419,300.960000000002367,2412,419,2,0.065883401817181,5.544552576041871
840,60,420,301.680000000002337,2370,420,2,0.064689656340930,5.467785015712940
842,55,421,302.400000000002365,2330,421,2,0.062732999968082,5.325576956821972
844,49,422,303.120000000002335,2292,422,2,0.061176091488117,5.216170649540384
846,49,423,303.840000000002362,2240,423,2,0.061390919708615,5.257465129140578
848,54,424,304.560000000002390,2468,424,2,0.078054827707660,6.713646411598517
850,58,425,305.280000000002417,2460,425,2,0.079565312832064,6.873690327592751
852,59,426,306.000000000002387,2514,426,2,0.079643508758951,6.910789459973072
854,60,427,306.720000000002415,2567,427,2,0.079902504857167,6.963851164889032
856,61,428,307.440000000002442,2631,428,2,0.080161678315519,7.017262093177116
858,78,429,308.160000000002412,2667,429,2,0.080810607480027,7.105255897518679
860,99,430,308.880000000002440,2712,430,2,0.081156075098982,7.167066012863001
862,102,431,309.600000000002467,2706,431,2,0.080652818044204,7.153972030728649
864,107,432,310.320000000002494,2668,432,2,0.080933595309103,7.210401679806692
866,105,433,311.040000000002465,2627,433,2,0.080526794783967,7.205604483073024
868,107,434,311.760000000002492,2591,434,2,0.081536340919402,7.327805569398095
870,94,435,312.480000000002519,2558,435,2,0.081859097977646,7.388857129607473
872,81,436,313.200000000002490,2518,436,2,0.081477818053286,7.386376138423004
874,84,437,313.920000000002517,2495,437,2,0.081824399546125,7.449865449782549
876,96,438,314.640000000002544,2459,438,2,0.081519372283684,7.454055222637064
878,97,439,315.360000000002515,2424,439,2,0.081806512944581,7.512361166251757
880,96,440,316.080000000002542,2391,440,2,0.081261387511382,7.494126423673657
882,99,441,316.800000000002569,2361,441,2,0.080362668734484,7.442684024565622
884,100,442,317.520000000002540,2328,442,2,0.080003551649320,7.440663723402862
886,101,443,318.240000000002567,2306,443,2,0.079646745155307,7.438515598550820
888,115,444,318.960000000002594,2267,444,2,0.078904757670246,7.399897360603966
890,109,445,319.680000000002622,2257,445,2,0.078044750073499,7.349504165793063
892,107,446,320.400000000002592,2238,446,2,0.077622066051978,7.339693154968694
894,102,447,321.120000000002619,2219,447,2,0.076829737661994,7.294358811237914
896,99,448,321.840000000002647,2202,448,2,0.076443507205612,7.287002787997458
898,97,449,322.560000000002617,2178,449,2,0.075503896344114,7.226268049148708
900,85,450,323.280000000002644,2152,450,2,0.074722792851931,7.179907832803123
902,85,451,324.000000000002672,2130,451,2,0.074632530036576,7.199441506866290
904,95,452,324.720000000002699,2122,452,2,0.073576030260584,7.125191435430621
906,87,453,325.440000000002669,2100,453,2,0.073178608061719,7.114047975312176
908,74,454,326.160000000002697,2080,454,2,0.072367047055324,7.062025444125513
910,64,455,326.880000000002667,2066,455,2,0.072354882041101,7.087515652300411
912,41,456,327.600000000002751,2057,456,2,0.071598666162569,7.039658659704357
914,27,457,328.320000000002722,2049,457,2,0.070761020942488,6.983016089445769
916,27,458,329.040000000002749,1583,458,2,0.028244522764326,2.797659220340214
918,28,459,329.760000000002719,1629,459,2,0.028180379379463,2.801371658003345
920,29,460,330.480000000002747,1661,460,2,0.028118012719931,2.805126665629568
922,29,461,331.200000000002774,1681,461,2,0.027622887042096,2.765422109999919
924,29,462,331.920000000002801,1708,462,2,0.027513380723506,2.764015781404650
926,31,463,332.640000000002772,1724,463,2,0.027551222044698,2.777289397436420
928,33,464,333.360000000002799,1741,464,2,0.027353584645328,2.766671648602141
930,32,465,334.080000000002826,1753,465,2,0.027493135797745,2.790034095668955
932,34,466,334.800000000002797,1766,466,2,0.027633668537327,2.813482881950002
934,37,467,335.520000000002824,1779,467,2,0.027733776635882,2.832784887255862
936,39,468,336.240000000002794,1806,468,2,0.027686829401637,2.836970130076747
938,38,469,336.960000000002879,1812,469,2,0.027642017500813,2.841227215083864
940,38,470,337.680000000002849,1841,470,2,0.027599405843111,2.845562322145467
942,40,471,338.400000000002876,1844,471,2,0.027396447883801,2.833165920041239
944,44,472,339.120000000002847,1866,472,2,0.027549676970335,2.857461553273256
946,48,473,339.840000000002874,1884,473,2,0.027704084397032,2.881843975575092
948,50,474,340.560000000002901,1904,474,2,0.027859725800173,2.906314858057535
950,49,475,341.280000000002929,1914,475,2,0.028016658729837,2.930876036101207
952,50,476,342.000000000002899,1926,476,2,0.027865099378861,2.923027995836064
954,51,477,342.720000000002926,1931,477,2,0.027718212230892,2.915442514419026
956,53,478,343.440000000002954,1942,478,2,0.027575902494961,2.908112930348078
958,53,479,344.160000000002924,1954,479,2,0.027438079564629,2.901032880642362
960,51,480,344.880000000002951,1972,480,2,0.027911873911127,2.958557943872224
962,50,481,345.600000000002979,2051,481,2,0.029418855018121,3.125960067752729
964,51,482,346.320000000003006,2066,482,2,0.029466306570968,3.138519255007064
966,51,483,347.040000000002976,2082,483,2,0.029521087746101,3.151716280419155
968,50,484,347.760000000003004,2110,484,2,0.029583779288783,3.165614960664411
970,53,485,348.480000000003031,2110,485,2,0.029655027601514,3.180286417418773
972,52,486,349.200000000003001,2083,486,2,0.027304131303121,2.934497656486564
974,48,487,349.920000000003029,2093,487,2,0.027076560196398,2.916146388519832
976,50,488,350.640000000003056,2117,488,2,0.027339717780409,2.950484563394129
978,56,489,351.360000000003026,2132,489,2,0.027366647910612,2.959220970766200
980,56,490,352.080000000003054,2149,490,2,0.027070145602464,2.932753940687316
982,59,491,352.800000000003081,2159,491,2,0.027267827330180,2.959628976804364
984,63,492,353.520000000003051,2182,492,2,0.027467370968751,2.986605421269790
986,64,493,354.240000000003079,2200,493,2,0.027092020898094,2.950858278238987
988,63,494,354.960000000003106,2237,494,2,0.027297273298361,2.978134137333444
990,64,495,355.680000000003133,2260,495,2,0.027217839858862,2.974187965894835
992,67,496,356.400000000003104,2300,496,2,0.027794503000589,3.041829653835644
994,69,497,357.120000000003131,2326,497,2,0.027903559166568,3.058215843538958
996,69,498,357.840000000003158,2350,498,2,0.028029845960625,3.076329806412978
998,67,499,358.560000000003129,2345,499,2,0.027504232583707,3.022639026229754
1000,72,500,359.280000000003156,2362,500,2,0.028007880804742,3.081855118677514
1002,77,501,360.000000000003183,2359,501,2,0.027665262438452,3.047772132482559
